"lyrics","genre"
"wait for you wait for you you say your heart be too fragile maybe we should keep it casual that be fine that be fine waithe break your heart into piece i know that you be still heal that be fine it be alright i think you can use someone like me but you be not ready yet you be scare to love again i think you can use someone like meit be kill me inside but you can take your timebecause i will wait for you no matter how long i have to oh i will wait for you and every night i be hurtinbut i know you will be worth it so i will wait i will wait for you i will wait for youi will wait for you i will i willi will wait for you i will wait for youi will wait for you i will i willi start to run out of patience when i start picture you naked no lie no lieyou be sleep alone but i be jealousbecause i get a space in my bed that be your size your size i think you can use someone like me but you be not ready yet you be scare to love again i think you can use someone like meit be kill me inside but you can take your timebecause i will wait for you no matter how long i have to oh i will wait for you and every night i be hurtinbut i know you will be worth it so i will wait i will wait for you i will wait for youyeah i will wait i will wait for you i will i willas long as it take i will wait for you i will wait for youi will wait for you i will i willwatch the season change but you still can not make up your mind how much time do i have to wastealways get that rush when my phone light upit be never you i should just give you up but i will wait for you no matter how long i have to yes i will wait for you and every night i be hurtinbut i know you will be worth it so i will wait embed share urlcopy embed copy",6
"melt antarctica savin africa i fail algebra and i miss you sometimeswe be at war again save the world again you can all join in but you can not smoke inside you say take me home i can not stand this place cause there be too many hipsters and i just can not relateyou be my neon gypsy my desert rainyou be my helter skelter oh how can i explain thatyou be the good i ever have and i be try not to get stick in my head but i read that soda kill you and jesus save on the bathroom wall where i see your nameyou be the good i ever have i will not be the same night sky full of drone this neighborhood of clone i be look at the crowd and they be stare at their phone they groom the coast line here the sun will disappear oh godand maybe once a year i think they will clean my car catch my reflection drop the call i have be medicate with cigarette and alcohol i get vertigo no i can not see straight i get obligation though i be usually late butyou be the good i ever have and i be try not to get stick in my head but i think i drop my wallet in santa fe lose the only picture i have of you that day andyou be the good i ever have i will not be the same hey west virginia hey north dakota i think i love you but do not even know you hey massachusetts hey minnesota i think i love you but do not even know you hey carolina hey oklahoma i think i love you but do not even know you hey alabama hey california i think i love you but do not even know youyou be the good i ever have you be the good i ever hadand i be try not to get stick in my head get stick in my headbut i pass the long sign on the interstate say find someone before it get too lateyou be the good i ever have you be the good i ever hadi will not be the same hey west virginia hey north dakota oh why oh whyi think i love you but do not even know you i will not be the samehey massachusetts hey minnesota you be the good i ever hadi think i love you but do not even know you i will not be the sameyeah i will not be the same",1
"zach williams there be jesus feat dolly partonthe young escape so alive for king country burn the ship r3hab remixryan stevenson when we fall apart rend collective revival anthem laura story not my life chris renzema jacob elevation rhythm realitytravis greene the breaker anthony brown group ther apy real feat jonathan mc reynolds livemicah tyler amenvineyard worship all the way feat sarah elmerthe maker the instrument we fall down agnus dei medley feat chris tomlinlifepoint worship heart of heaven upperroom open the scroll spontaneousisla vista worship tabernacle feat bre reedcasting crown break together new york sessionsginny owens magnify acousticcitizens all right for all season every good thing dj mykael v no string feat steven malcolm aaron cole derek minor price of life sir the baptist me god feat saint ashleeyselah jesus be king jj heller even here the gray haven diamond gold remix feat laudr8noel robinson faithful god dj standout why wait feat evan ford cory ard jon keithmission ever sense beacon light influential phil j gotta get it niko eme my life stillman let go cammie aver fix my eye zach williams little like me brooke poindexter author finisher derek webb black eye liveelim sound you shine livezan fiskum because he life brooke nicholls the darkness do not scare me the maker the instrument this be our god obsession medley feat fleuriecrossway worship nothing matter much tenielle neda valley of vision upperroom celebrate the lord spontaneousjared anderson heaven stand up da nell daymon worship and praise live feat great work elijah bellmiten into your hand the oak ridge boy amaze grace manafest kamikaze paradise now young gun embed share urlcopy embed copy",2
"i be talk with a friend of mine say a woman have hurt his pride tell him that she love him so and turn around and let him go then he say you good watch your step or you be gonna get hurt yourself someones gonna tell you lie cut you down to sizedo not do me like thatdo not do me like that what if i love you babydo not do me like thatdo not do me like thatdo not do me like that someday i may need you babydo not do me like that listen honey can you seebaby you would bury me if you be in the public eye give someone else a try and you know you good watch your step or you be gonna get hurt yourself someones gonna tell you lie cut you down to sizedo not do me like thatdo not do me like that what if i love you babydo not do not do not do notdo not do me like thatdo not do me like that what if i need you babydo not do me like thatbecause somewhere deep down inside someone be sayinglove do not last that longi get this feel inside night and day and now i can not take it no much listen honey can you seebaby you would bury me if you be in the public eye give someone else a try and you know you good watch your step or you be gonna get hurt yourself someones gonna tell you lie cut you down to sizedo not do me like thatdo not do me like that what if i love you babydo not do not do not do notdo not do me like thatdo not do me like that i just may need you honeydo not do me like that waitdo not do me like thatdo not do me like that baby baby babydo not do not do not do notdo not do me like thatdo not do me like that baby baby baby oh oh oh",7
"come thy tell me pa rum pum pumpum a newborn king to see pa rum pum pumpum our fine gift we bring pa rum pum pumpum to lie before the king pa rum pum pumpum rum pum pumpum rum pum pumpum so to honor him pa rum pum pumpum when we come little baby pa rum pum pumpum i be a poor boy too pa rum pum pumpum i have no gift to bring pa rum pum pumpumthat be fit to give our king pa rum pum pumpum rum pum pumpum rum pum pumpum shall i play for you pa rum pum pumpum on my drum mary nod pa rum pum pumpum the ox and lamb keep time pa rum pum pumpum i play my drum for him pa rum pum pumpum i play my good for him pa rum pum pumpum rum pum pumpum rum pum pumpum then he smile at me pa rum pum pumpum me and my drum me and my drum me and my drum embed share urlcopy embed copy",3
"you say what if i hurt you what if i leave you what if i find somebody else and i do not need youwhat if this go south what if i mess you upyou say what if i break your heart in two then whatwell i hear you girl i feel you girl but not so fast before you make your mind up i gotta ask what if i be make for you and you be make for mewhat if this be it what if it be mean to bewhat if i be not one of them fool just playin some gamewhat if i just pull you close what if i lean inand the star line up and it be our last first kiss what if one of this day baby i go and change your namewhat if i love all this what ifs awaywhat if the sky fall sky fallsor the sun stop burninwe can worry about them what ifs til the world stop turninor i can kiss you you should kiss mewhat if you like it bet i would like itwell we be not never gonna know unless we try it what if i be make for you and you be make for mewhat if this be it what if it be mean to bewhat if i be not one of them fool just playin some gamewhat if i just pull you close what if i lean inand the star line up and it be our last first kiss what if one of this day baby i go and change your namewhat if i love all this what ifs awayawe yes cmon you say what if i hurt you what if i leave youwhat if i find somebody else and i do not need youdamn what if i be make for you and you be make for mewhat if this be it what if it be mean to bewhat if i be not one of them fool just playin some gamewhat if i just pull you close what if i lean inand the star line up and it be our last first kiss what if one of this day baby i go and change your namewhat if i love all this what ifs awayaway awaywhat if",3
"the day i first meet you you tell meyou would never fall in love but now that i get you i know fear be what it really be now here we be so close yet so far havent i pass the testwhen will you realize baby i be not like the restdo not wanna break your heart wanna give your heart a break i know you be scare it be wrong like you may make a mistakethere be just one life to live and there be no time to wait to waste so let me give your heart a break give your heart a break let me give your heart a break your heart a break oh yes yes on sunday you go home alone there be tear in your eye i call your cell phone my love but you do not reply the world be ours if we want it we can take it if you just take my handthere be no turn back now baby try to understanddo not wanna break your heart wanna give your heart a break i know you be scare it be wrong like you may make a mistakethere be just one life to live and there be no time to wait to waste so let me give your heart a break give your heart a break let me give your heart a break your heart a breakthere be just so much you can take give your heart a break let me give your heart a break your heart a break oh yes yes when your lip be on my lip then our heart beat as one but you slip out of my fingertip every time you run whoa whoado not wanna break your heart do not wanna break your heartwanna give your heart a break i know you be scare it be wrong like you may make a mistake i know you be scare it be wrongthere be just one life to live and there be no time to wait to waste so let me give your heart a breaklet me give your heart a breakbecause you have be hurt before i can see it in your eye you try to smile it away some thing you can not disguisedo not wanna break your heart baby i can ease the ache the ache so let me give your heart a break give your heart a break let me give your heart a break your heart a breakthere be just so much you can take give your heart a break let me give your heart a break your heartyour heart a break a breakoh yes yes the day i first meet you you tell me you would never fall in love",6
"i think i know you from somewhere right when you walk through the door so please forgive me for staringit be drive me crazy where ive see you before maybe it be the white tshirt that you be wear and the danger in your eye or your finger in your hairit be a pretty small town it be come to me now whoa i just figure it out you look a lot like my next boyfriend i can not believe how much you act like him you and me we would be unbelievable and i be available no i do not think it be a coincidence i put it all together it make sense boy you be not no fling or a can have be you look a lot like my next boyfriend mmm yes you should probably come over tell me your name and ill tell you mine i will probably give you my numb and you can call me anytime i hope you like red lip driveway kissingcause if you want it baby that be what you will be get every night all of the time whoa i hope that be alright you look a lot like my next boyfriend i can not believe how much you act like him you and me we would be unbelievable and i be available no i do not think it be a coincidence i put it all together it make sense boy you be not no fling or a can have be you look a lot like my next boyfriendnext boy next boyfriendyou look a lot like my next boyfriendnext boy next boyfriendi think i know you from somewhere right when you walk through the door you look a lot like my next boyfriend i can not believe how much you act like him oh you and me we would be unbelievable and i be available no i do not think it be a coincidence i put it all together it make sense yes boy you be not no fling or a can have be no you look a lot like my next boyfriendnext boy next boyfriendyou look a lot like my next boy next boy next boyfriendnext boyfriendyou look a lot like my next boyfriend embed share urlcopy embed copy",3
"we have a good run but i know i know i know i know this day would come as bad as i want toam not no way not me girl i be not gonna stop you but if the rain start fall fall on you and your heart start break break in two if the light start fade baby do not move just say my name stay right there i will come run for you i be gonna miss you baby there be no way that i can go with you so go on and chase it i know i know i know you can almost taste it yes time a wastinbut if the rain start fall fall on you and your heart start break break in two if the light start fade baby do not move just say my name stay right there i will come run for you yes oohit be gonna be a long night and i may shed a tear but i will a be all right and even though you will not be in my armsyou will be right where you belong so go girl go girl go on but if the rain start fall fall on you and your heart start break break in two if the light start fade baby do move just say my name stay right there ill come run for you yes embed share urlcopy embed copy",3
"be my woman girl i will be your man be my woman girl i will be your manyo yes i will be your woman yes i will be your baby yes i will be whatever that you tell me when you be ready yes i will be your girl forever your lady you be not ever gotta worry i be down for you baby uhbest believe that when you need that i will provide that you will always have it i will be on deck keep it in check when you need that i amma let you have it beat my drum like dum di di dayi like the dirty rhythm you play i wanna hear you call my name like hey mama mama hey mama mabanging the drum like dum di di dayi know you want it in the bad way i wanna hear you call my name like hey mama mama hey mama mabe my woman girl i will be your man be my woman girl i will be your man yes i do the cook yes i do the clean plus i keep the nana real sweet for your eat yes you be the boss and yes i be respect whatever that you tell me cause it be game you be spit oh good believe that oh when you need that ohohi will provide that you will always have it i will be on deck keep it in check when you need that i amma let you have it beat my drum like dum di di dayi like the dirty rhythm you play i wanna hear you call my name like hey mama mama hey mama mabanging the drum like dum di di dayi know you want it in the bad way i wanna hear you call my name like hey mama mama hey mama mabe my woman girl i will be your man be my woman girl i will be your man whole crow get the juice yo dick game the truth my scream be the proof them other dude get the deuce when i speed in the coupe leave this interview it be not nothin new i be fuckin with you none of them bitch be not take you just tell them to make a uhuh that how it be i come first like debut huh so baby when you need that give me that word i be no good i will be bad for my baby so i make sure that he be get his share so i make sure that his baby take care so i make sure i be on my toe on my knee keep him please rub him down be a lady and a freak oh beat my drum like dum di di dayi like the dirty rhythm you play i wanna hear you call my name like hey mama mama hey mama mabanging the drum like dum di di dayi know you want it in the bad way i wanna hear you call my name like hey mama mama hey mama mabe my woman girl i will be your man be my woman girl i will be your man",1
"i have decide i call out his name i be follow jesus now and he know the way i make up my mind i leave it behind no turn back no turn back i be move on not look back i be give him all that i have no turn back no turn back though i may wander i be not lose so many distraction but i i look to the cross i make up my mind i leave it behind no turn back no turn back i be move on not look back i be give him all that i have no turn back no turn back you wanna come with me he love you the same oh will not you come with me oh will not you come with mejust call out his name just call out his namesay i have decide i have decidedto follow jesus to follow jesussay i have decide i have decidedi be follow jesus follow jesusno turn back no turn back i be move on not look back i be give him all that i have no turn back no turn back no turn back i be give him all i have nowno turn back give him all i haveno turn back there be no turn backno turn back give him all i haveno turn back i have decide embed share urlcopy embed copy",2
"it be friday after 5 get here just in time go ahead and wet a line fore i go and lose my mind i be not be here long but the bobbers in the pond go up down up down up down tonight we be gonna raise a whole lot much than canebecause there be money in the bank and tomorrow saturday so if they pass that 5 of jack this way i turn it up down up down up down we just hold it down here in bfestill roll around with a burn cdfree bird five minute deep head bob up down up down up down we get what we get we do not need the rest can turn this park lot into a party with a ice chest dance cold beer man we live it up down up down we live it up downhere what you know about it thubbwhat up babyyeah the girl they hit the spot even hot when it be hot if you can not buy her a yacht but still proud of what you gotbecause when the day do red neck be from the sun go up down up down up down we just hold it down here in bfestill roll around with a burn cdfree bird five minute deep head bob up down up down up down we get what we get we do not need the rest can turn this park lot into a party with a ice chest dance cold beer man we live it up down up down we live it up down here somebody pass that 5 of camp this way i will turn it up down up down up down we just hold it down here in bfestill roll around with a burn cdfree bird five minute deep head bob up down up down up down we get what we get we do not need the rest can turn this park lot into a party with a ice chest dance cold beer man we live it up down up down we live it up down here",3
"breathe it in all the madness around you feelin like it be the end of day throw aside now you know that you want to they do not know good anyway yes everybodys goin crazy yeahwill not be long until we be dead and go a revival another reprisal hurry up good not be late time to go need to know that you be in this take a stand do not hesitate yes everybodys goin crazy yeahwill not be long until we be dead and gonehold ondo not back down just do not back downdo not back down just do not back downhold ondo not back down just do not back downdo not back down just do not back downhold ondo not back down just do not back downdo not back down just do not back downhold ondo not back down just do not back downdo not back down just do not back down eye be open you mad mu your case now you be do i do not think that you need to th mu y will not know yes everybodys goin crazy yeahwill not be long until we be dead and go yes everybodys goin crazy yeahwill not be long until we be dead and dead and go dead and go embed share urlcopy embed copy",5
"the god who make the winter and the summer the one who put the star all in their place the only one who stand above all other and he know me by name the angel hide their face in his presence the demon run for cover when you speak you rule the world and reign above the heaven and still draw close to me and when i close my eye i know that i be not just hope i be not just wish i know i be pray to a god who listen i know he hear me i know he be live yes i be pray to a god who listen he walk with me and lead me by still water i lie my trouble down at his feetit be amaze that the savior and the father he be a friend to me how can it be ohi be not just hope i be not just wish i know i be pray to a god who listen i know he hear me i know he be live yes i be pray yes i be prayingto a god who listensyou be a god who listen who know me who love me who never will fail me who tell me that i be his own and you surround me remind me you always be for me so i come boldly to your throne i be not just hope i be not just wish i know i be pray to a god who listen oh what a promise that we have be give yes we be pray to a god who listen yes you be yes you be ooh yes oh yes yes oh oh oh i be not just hope i be not just hopingi be not just wish i be not just wishingembed share urlcopy embed copy",2
"i live my life to the limit where i meet the end of myself i see the edge but i know below me your love be wait to catch i be fall into you cause no one gonna love me like you do i have get nothing to lose so i can not stop will not stop fall into you the rush i have feel in the freefall as i lose control of my life jesus i have find thatyou have always have me your love be never in doubt i wanna love you like you love me i wanna love you like you love me i be fall into you cause no one gonna love me like you do i have get nothing to lose so i can not stop will not stop fall into you i wanna love you like you love me i wanna love you like you love me i wanna love you like you love me i wanna love you like you love me i be fall into you cause no one gonna love me like you do you do yes i have get nothing to lose so i can not stop will not stop fall into you my god my god cause no one gonna love me like you do i have get nothing to lose so i can not stop will not stop fall into you alright alright i be fall into you i be fall into you my god i be fall into you i be fall into you i be fall into hey",2
"i know the score like the back of my hand them other boy i do not give a damn they kiss on the ring i carry the crown nothing can break nothing can break me downdo not need no advice i get a plan i know the direction the lie of the land i know the score like the back of my hand them other boy i do not give a damn i be the man come round nononothing can break nonothing can break me down i be the man come round and nononothing can break you can not break me down i get gas in the tank i get money in the bank i get news for you baby you be look at the man i get skin in the game i get a household name i get news for you baby you be look at the man when it come to friday i always earndo not try to teach me i get nothing to learnbecause baby i be gift you see what i meanusda certify lean i be the man come round nononothing can break you can not break me down i get gas in the tank i get money in the bank i get news for you baby you be look at the man i get skin in the game i do not feel no pain i get news for you baby you be look at the manwho be the man who be the mani be the man i be the manwho be the man with the plani be the manwho be the man who be the mani be the man i be the manwho be the man with the plani be the man i be the man i be the man i get gas in the tank i get money in the bank i get news for you baby you be look at the man i get skin in the game head to the hall of fame i get news for you baby you be look at the man right hand to god first in command my testimony when i take the standwho be the man who be the mani be the man i be the manwho be the man with the plani be the manwho be the man who be the mani be the man i be the manwho be the man with the plani be the man i do not give a damn i be the man",7
"mmmmmm mmmm nanana love when it come without a warningbecause wait for it get so bore a lot can change in twenty second a lot can happen in the dark love when it make you lose your bearing some information not for share use different name at hotel checkinsit be hard to stop it once it start it startsi be not sentimental but there be somethin bout the way you look tonight mm make me wanna take a picture make a movie with you that we would have to hide you good lock your phone ohand look at me wh mu n you be alonewill not take a lot to g mu t you goin ohi be sorry if it be torture though i know i know it may be much of a obsession you really make a strong impression you sure donobody see me in the lobby see me in the lobbynobody see me in your arm mm i be not sentimental but there be somethin bout the way you look tonight mm bout the way you look tonightmakes me wanna make em jealous i be the only one who do it how you like only one who do it how youyou good lock your phone ohand look at me when you be alone you be alone you be alonewill not take a lot to get you goin get me goin get me goini be sorry if it be torture though torture thoughi know i know you good lock your door ohand look at me a little much we both know i be worth waitin for waitin forthat heavy breathin on the floor on the floori be yours i be yours i be yoursi be not sentimental i be not sentimental i be not sentimental",7
"i see you in the sunrise i see you in the rain i see you in the laughter i feel you through the pain everything that you have make be beautiful oh my god i can not believe my eye but in all of this to think that you would think of me make my heart come alive your love be like a mighty fire deep inside my bone i feel like i can climb a thousand mountain all at once and i never have to wonder if somebody care for me i love the maker and the maker love me i see you you be creation i see the grandness of your majesty the universe be sing all your glory i can not believe you live inside of me everything that you have make be beautiful oh my god i can not believe my eye but in all of this to think that you would think of me make my heart come alive your love be like a mighty fire deep inside my bone i feel like i can climb a thousand mountain all at once and i never have to wonder if somebody care for me i love the maker and the maker love me much than just some word upon a pageyou have show me in a million way but there be one that stand above them all hand of creation on a cross your love be like a mighty fire deep inside my bone i feel like i can climb a thousand mountain all at once and i never have to wonder if somebody care for me i love the maker and the maker love me embed share urlcopy embed copy",2
"we all know and believethere be much than what we see eternity be deep inside our heart so we watch and wait until that day when in a flash this world will pass away heaven and earth will kiss each other the sun will rise and light a brand new day every knee will bow unto your name all the saint will shout and sing your glory as a matter of fact it be a matter of faith it be a matter of faith new clothe new name every tear drop be wipe away fear go love and peace remain from the east to the west the sky split wide in the blink of a eye our two world collide heaven and earth have kiss each other the sun will rise and light a brand new day every knee will bow unto your name all the saint will shout and sing your glory as a matter of fact it be a matter of faith it be a matter of faith so even when it seem so long to watch and wait still our heart be full of yearn for that day and even in the dead of night we walk by faith lord we stand upon the promise that you make the sun will rise and light a brand new day every knee will bow unto your name all the saint will shout and sing your glory as a matter of fact the sun will rise and light a brand new day every knee will bow unto your name all the saint will shout and sing your glory as a matter of fact it be a matter of faith it be a matter of faithit be a matter of faithit be a matter of faithit be a matter of faithit be a matter of faithit be a matter of faith embed share urlcopy embed copy",2
"i know catch up in the middle i cry just a little when i think of let go oh no give up on the riddle i cry just a little when i think of let go i know you wanna get behind the wheel but only one rida eye shut still get me swim like a divercan not let go i get fan in okinawa my heart to japan quake loser and survivor norway no you do not get my flower no way to say it good but the killer be a coward face just shower the minute in a hour hear about the news whole day go sour lil mama get me feel like a lemonhead put you in the box just as poisonous as cigarette give em my regard or regardless i get arrestedam not worry about the killer just the young and restless get mad cause the quarter million on my necklace dui never say i be drive reckless you and i know that jealously be not impressive oh no i can not stop i be destine i know catch up in the middle i cry just a little when i think of let go oh no give up on the riddle i cry just a little when i think of let go i know catch up in the middle i cry just a little when i think of let go oh no give up on the riddle i cry just a little when i think of let go champagne bucket still get two tear in it and i put that on my tattoo of jimi hendrix get the press leather outfit all in itbecause the press tell it all get a meal ticket clean next get a call just a lil visit sacrifice just to make a hit still vivid reality stress when you be bless just kill critic buggatti never mean i be rich just godfearing look at me steer get the boss stare get a good feel mr mike caren tell his billie jeans i be on another planet thank eclass big chuck or lee prince perries buy my momma chandelier on my tear dammit thirty year you have think this emotion vanish tryna live tryna figure how your sister vanish no cheer i know you would not panic i know catch up in the middle i cry just a little when i think of let go oh no give up on the riddle i cry just a little when i think of let go i know catch up in the middle i cry just a little when i think of let go oh no give up on the riddle i cry just a little when i think of let go when i need a heal i just look up to the ceil i see the sun come down i know it be all good now when i need a heal i just look up to the ceil i see the sun come down i know it be all good now when i need a heal i just look up to the ceil i see the sun come down i know it be all good now when i need a heal i just look up to the ceil i see the sun come down i know it be all good now i know i know i know i know i i i ii think of let go go go i know catch up in the middle i cry just a little when i think of let go oh no give up on the riddle i cry just a little when i think of let go i know catch up in the middle i cry just a little when i think of let go oh no give up on the riddle i cry just a little when i think of let go",6
"deep within my heart i know you have win i know you have overcome and even in the dark when i be undo i still believe it i live by faith and not by sight sometimes miracle take time while i wait i will worship lord i will worship your name while i wait i will trust you lord i will trust you all the same when i fall apart you be my strength help me not forget see every scar you make me wholeyou be my healer i live by faith and not by sight sometimes miracle take time i live by faith and not by sight sometimes miracle take time while i wait i will worship lord i will worship your name while i wait i will trust you lord i will trust you all the sameyou be faithful every day your promise remainyou be faithful every day your promise remainyou be faithful every day your promise remainyou be faithful every day your promise remain though i do not understand it i will worship with my pain you be god you be worthy you be with me all the way so while i wait i will worship lord i will worship your name though i do not have all the answer still i trust you all the same embed share urlcopy embed copy",2
"hey suzy where you be todayi be look for you every way no sign of you when i wake up i be on a island with no sun i feel like i have know you my whole life you get me cryin like when aslan die now you be go the melody can not find you i be incomplete without you i guess we have reach the end of the game ooh hit me i know that you would crank this song airguitaring with your headphone on we dig the same type of melody the one to get you next to me i be mick and you be marianne marianneyou would harmonize when i feel bad i feel badbut now you be go the melody can not find you i be incomplete without you i guess we have reach the end of the game ooh hit me ooh be i your goto or be i uncoolwith all of this extreme that i go to all i want be to be want by you all i want be to be want by you but the melody can not find you i be incomplete without you i guess we have reach the end of the game ooh hit me ooh hit me ooh hit me ooh hit me",7
"tell em what be up fugginwoo yes fuckin cornbread conner over there bout to fuckin sling some mud boe fuck em all get a goose in my glovebox i be wearin ariats and i do not even wear sock i tell them boy in the fancy ol truck hook em up square body when i fuckin square up wooboot scootin buggy in my knee cap jeans you get a gun but you be scare of me i be on a beat and i do not even grow no tomato you can not touch me like a really hot ass potato woowalk around with my neck muscle flex out pocket full of money and some goddamn rainbow trout fuck fishin license i do not need that hit the game warden smack dab in his little gonad i be litr than a truck on fire swervinhotter than a distillery full of bourbon nice twentytwo by fourteens i hope you curb em get some bullet hole sonofbitches do you some learnin fugginmountain dewdew on the haters like a commode i live where bigfoot do that be why i go beast mode and they be not gonna catch me camera man too slow to be redneckr than me there be not no loophole pullin up leakin oil because i be slick i must be a husqvarna i be a tad big thick get a tootsie pop shawty all i wanna do be lick her i go hard not even my own pecker be stiff i get a friend with a mullet a friend with a musket a friend with a chicken and some corn in a bucket every time i see wood all i wanna do be chuck it bonfire big than a rich guy house fugginrubber baby buggy bumper alan jackson thumpin in my uncle brother hummer dip stain on my steerin wheel and all my cover santa clause do not know but rudolfs get it cominlast year i ask for a 58 biscayne all i get be a orange and a pack of rogaineyou give me all that coal you be not give me propane now i get beef i be about to steal your sleigh i listen to country music even when i sleep i walk it like i talk it i get boot in my tooth my station wagon get a jesus fish cut fender well on 40s bitch big lift kit because i be close to god plus he give me a dingdong the size of a eddie bauer rod skeet shootin with some buddy from my hometown pistol packin that kaboom when we go downtownbecause the weirdo on the corner look like sewer rat see a dude in plaid short shit his pant that be a fuckin fact i be not even high i be not even drink jack but that fella who pooped prolly coulda use a tater sack eww diarrhea in his air force 1s if he be wearin tony lama it would not have happen to him alright back to the cool shit like i be sayini want a mullet so long that it touch the pavement i need a duke of hazard car so i can smash all the daisys but like not the cousin one i mean like nonblood relate bitch i be lacquer thin larry sweet than a blackberry baldass head but my nipple still hella hairy lookin like a dreamcatcher on a set of man titties i be a country boy i do not fuck with the city yeahyeah i be a country boy morgan wallen on the speaker ridin through town steady wakin up the tweekers lacquer tell em what it be bench seat bobby gun moonshine and weed all you need boe may be a little dust on this bottle fugginslim note jimmy though i drink like buffett i have be chillin with the bitch bout a couple hundred dozen they pour the jim beam all up in my gullet tryna get me drink so they can play with my mullet ridin in the camry son i rip the ebrake take it to the curb slidin sideways skrrtthen i turn it around and i take it back to my place put her ass on the couch then we hit a three way woah damnbitch i be patriotic bleed red white and blue if you be not about this country good motherfuck you your cousin hit me up i nut cashew think i catch something hold up ah chooam not muckin you be not nothin you be not fuckin i stay sam huntinskinny jeans with cope ring on you fake motherfuckers big shit and big rig rather be like trucker lift kit and bite tit eat a bitch like supper i hide my face so the clintons can not find me next day you will find me suicided from a pine tree i turn around to see what be behind me a fat booty chick plump lip a dime piece a huge bitchi be here i be there elf on the shelf get bar by the load tuck under my belt tongue kissin your bitch dick her down then she melt one much thing epstein do not kill himself bobby embed share urlcopy embed copy",3
"they say love be much precious than goldcan not be buy and it can not be sell i get love enough to spare that make me a millionaire i get a woman with eye that shine down deep as a diamond mine she be my treasure so very rare she make me a millionaire when we ride around ride around this old town in my beatup car with the window down people look at her and they look at me and say that boy be sure livin in luxurysweet luxurybecause love be much precious than gold it can not be buy no never can be sell i get love enough to share that make me a millionaire when the kiss fall from everywhere like rich on a millionaire when my pocket be empty and the cupboard be bare i still feel like a millionairebecause love be much precious than gold it can not be buy no and it can not be sell i get love enough to spare that make me a millionaire embed share urlcopy embed copy",3
"i hope that i be not callin too late baby hope you be not close that pretty blue eye have you look out of your window lately that moon take up half of that sky whoa whoa i be a little bite restlesscan not get you off of my mind oh i can use a little bite of your sweet kiss your lip on a night like this i do not wanna be lonely with the star all out need you here to help me or i may lose count i can use a little bite of you right now a little bite of you right now get my wheel pullin off that highway my headlight pullin down your street i get your song crank up on the radio but you be not sing sittin next to me yes whoa whoa girl i need you now walk on out i can use a little bite of your sweet kiss your lip on a night like this i do not wanna be lonely with the star all out need you here to help me or i may lose count i can use a little bite of you right now yes oh i can use a little bite of your heart beat on mine your head on my chest all night long i can use a little bite of your sweet kiss your lip on a night like this i do not wanna be lonely with the star all out need you here to help me or i may lose count i can use a little bite of your love your smile that thing you do that drive me wild your kiss your touch i can use a little i can use a little bite of you right now i wanna put my arm around the little bite of you right now",3
"i will rise i will rise i will rise i will rise it be like somebody know how to cripple me with the perfect plan to break my belief it take me piece by piece till my faith be all but go it knock me down so far that i can not get up but face down in the dirt i hear the voice of love say do not fear you will not be here for longi will rise again i will rise again i believe i believe that i have to break so love can make me whole but i will rise again strong in the end i believe i believe in a brand new day a love that save so i can say i will rise again i be not who i be you will not recognize me love come down and redefine me and piece by piece put me back together differently and the perfect plan to try to bring me down have be put to shame it be be turn around as i come so alive that death be afraid of me i will rise again i will rise again i believe i believe that i have to break so love can make me whole but i will rise again strong in the end i believe i believe in a brand new day a love that save so i can say i will rise again i will rise i will rise i will rise i will rise i will rise i will risebecause you have be here before and you have overcome the world my life be find in yours and you say i will rise again you heal and you restore you break down every door my life be find in yours and you say i will rise again i will rise i will rise i will rise again i will rise again i believe i believe that i have to break so love can make me whole but i will rise again strong in the end i believe i believe in a brand new day a love that save so i can say i will rise again i will rise i will risei will rise againi will rise i will rise i will rise i will risei will rise againi will rise i will risei will rise againrise again i will rise i will rise rise again i will rise i will rise",2
