"lyrics","genre"
"somethings in thesomethings in the air right now like i be losin track of time time timelike i do not really care right now but maybe that be fine you be not even there that day i be waitin on you you youi wonder if you be aware that day be the last straw for me and i know i send you flower do you even careyou run the shower and leave them by the stair oohoohooh aaaayy think you have your shit together but damn i be wrong wrongyou be not nothin but a lose cause cause causeand this be not nothin like it onc mu be be wasi know you think you be such a outlaw but you get no job jobyou be not nothin but a lose cause causeand this be not nothin lik mu it once be wasi know you think you be such a outlaw but you get no job i use to think you be shy shybut maybe you just have nothing on your mind maybe you be thinkin bout yourself all the time i use to wish you be mine minebut that be way before i realize someone like you would always be so easy to findso so easy so sohee mmmmmm mm give me no flower wish i do not careyou would be go for hour can be anywhere oohoohooh ahahahahah think you would have grow eventually but you prove me wrong wrongyou be not nothing but a lose cause causeand this be not nothing like it once be wasi know you think you be such a outlaw yeahbut you get no job no jobyou be not nothing but a lose cause causeand this be not nothing like it once be wasi know you think you be such a outlaw think you be such a lose causebut you get no jobwhat do i tell youdo not get complacentit be time to face it now nana nana nanawhat do i tell youdo not get complacentit be time to face it now nana nana nana",7
"i have be wait for the tide to change for the wave to send you my way i see you darling but you pixelate it get hard to take this day but good hold the line i will not let gobecause ill be there when you can finally make it home and i do not mindbecause we both know that we will be fine when you can finally make it home because when i be in a room with you that miss piece be find you know when you be by my side darling nothing can bring us down i rememb mu r happy waste day summer golden haz mu in our eye lift you above the break wave memory float back to my mind you say hold the line i will not let gocause ill be there when you can finally make it home and i do not mindcause we both know that we will be fine when you can finally make it home because when i be in a room with you that miss piece be find you know when you be by my side darling nothing can bring us down its like when you be far away from me i get lose in the crowd because when i be in a room with you that miss piece be find i will not waste a minute when you be here and we be finally in the clear when every day be like the last i just keep hold fast because when i be in a room with you that miss piece be find you know when you be by my side darling nothing can bring us downit be like when you be far away from me i get lose in the crowd because when i be in a room with you that miss piece be find",7
"do not wanna talk baby i just wanna dance i do not wanna talk no moredo not wanna talk baby i just wanna dance i do not wanna talk no much live in the past babydo not wanna talk baby i just wanna dance and i be not gonna stop till i forget what we have we kiss in the morning on a summer day you taste like cigarette and hurricanesthere be a warn write in the corner of your face whiplash and you leave me in a vapour trail now i know it be safe to say nothing perfect anywayyou say you fall in love but you do not know how we be good once but i be fuck up nowyou say i be dumb try to work thing out i build a house and you burn it downdo not wanna talk baby i just wanna dance i do not wanna talk no much live in the past babydo not wanna talk baby i just wanna dance and i be not gonna stop till i forget what w mu have just a minute now there be som mu thing different now all your morning sound how be it all so loudput the flower down because they look like clown leave me to it then and let your hair grow out now i know it be safe to say nothing perfect anywaydo not wanna talk baby i just wanna dance i do not wanna talk no much live in the past babydo not wanna talk baby i just wanna dance and i be not gonna stop till i forget what we hadyou say you fall in love but you do not know how we be good once but i be fuck up nowyou say i be dumb try to work thing out i build a house and you burn it downdo not wanna talk baby i just wanna dance i do not wanna talk no much live in the past babydo not wanna talk baby i just wanna dance and i be not gonna stop till i forget what we haddo not wanna talk baby i just wanna dance i do not wanna talk no much live in the past babydo not wanna talk baby i just wanna dance and i be not gonna stop till i forget what we have we fall in love but you do not know how we be good once but i be fuck up now",7
"okay mmmm ii do not change my numb i only change who i reply to laura say i should be nice but not to you i love a you mad at me text shoulda guess that you would think i be upset hahayou be obsesseddo not take it out on me i be out of sympathy for you maybe you should leave before i get too mean i do not change my numb i only change who i believe in you be easy on the eye eye eye eye ey mu sbut look can be deceivini gotta work i go to work you do not have mu serve to feel so hurt you get a lot of fuckin nerve i do not deserve sodo not take it out on me i be out of sympathy for you maybe you should leave before i get too mean and take it out on you and your good friend too i should have leave when draw say you be bad news mmmmmm mmmmmm mmmmmm mmmmmm mmmmmm mmmmmm",7
"i have be wait elevate hang on the line hate to say it your new favorite go out of style throw away that break heroesthey be just wood and wire hallelujah spread the news butdo not believe the hype alright be you afraid of the darki know a place we can start but if this be the last time make up your mind ive wait a lifetime to liveit be time to ignite i be make a fire i be beg when i say i would never tell a lie luck be damn i take a stand and finally hit my stride bye bye be you afraid of the darki know a place we can start but if this be the last time make up your mind i have wait a lifetime to liveit be time to ignite i be make a fire be you afraid of the darki know a place we can start so if this be the last time make up your mind i have wait a lifetime to live its down to the wire this be the last time ive make up my mind i have wait a lifetime to live its time to ignite i be make a fire embed share urlcopy embed copy",7
"do not act so special what i do be not for you forget about it you make this mess i will knock at your doordo not you ignore or forget about itevery night get you run in circle i knowtouchin me get your paw off my dolce cologneback it up off my throne because you know you wannamake me walk away and forget about it hush hushdo not think you have make it under my skin can never get in forget about itdo not talk so much your tongue be burn up i have have enough forget about itevery night get you run in circle i knowtouchin me get your paw off my dolce cologneback it up off my throne because you know you wannamake me walk away and forget about it fall in my den full of lion full of breath take the muzzle from their head i be a sucker for revenge i see you fall in my den full of lion full of breath i take the muzzle from their head i be a sucker for revengedo not act so specialdo not act so good forget about itevery night get you run in circle i knowtouchin me get your paw off my dolce cologneback it up off my throne because you know you wannamake me walk away and forget about it hushyou gotta keep it hushhushyou gotta keep it hushhush",7
"i do not want it and i do not want to want you but in my dream i seem to be much honest and i must admit you have be in quite a few halleys comet come around much than i do but you be all it take for me to break a promise silly me to fall in love with you i havent sleep since sunday midnight for me be 3am for you but my sleepless night be good with you than night can ever be alone oohooh i be good at feel nothin now i be hopeless what a drag to love you like i do oohoohoohoohooh i have be love before but right now in this moment i feel much and much like i be mad mu for you for you i be sit in my brother room havent sleep in a week or two or two i think i may hav mu fall in love what be i to do",7
"i be gettin old i think i be agin good i wish someone have tell me i would be doin this by myselfthere be reason that i be thankful there be a lot i be grateful for but it be different when a stranger always waitin at your door which be ironic because the stranger seem to want me much than anyone before anyone beforetoo bad they be usually derange last week i realize i crave pity when i retell a story i make everything sound worsecan not shake the feel that i be just bad at heal and maybe that be the reason every sentence sound rehearse which be ironic because when i be not honest i be still bein ignore lyin for attention just to get neglectionnow we be estrange thing i once enjoy just keep me employ now thing i be long for someday i will be bore ofit be so weird that we care so much until we do not i be gettin old i have get much on my shoulder but i be gettin good at admit when i be wrong i be happy than ever at less that be my endeavor to keep myself together and prioritize my pleasurebecause to be honest i just wish that what i promise would depend on what i be give mmm not on his permissionwas not my decision to be abuse mmm thing i once enjoy just keep me employ now mmm thing i be long for mmm someday i will be bore ofit be so weird that we care so much until we do not but next week i hope i be somewhere laughinfor anybody ask i promise i will be fine i have have some trauma do thing i do not wanna be too afraid to tell you but now i think it be time",7
"no one ever see me cry until i leave the party the other night do you remember all the thing that you say to methat come out of his mouth automatically but i be so use to sayingim fineand then something that you do to hurt me bad it come to me despite that timesone day i just wanna hear you sayi like youwhat be stop you heyah what be stop youwhats stop youah what be stop youwish i can go back to lie beside you on the bedwhy do you oh why do you break it off what be stop youi lie here think bout every bad mistake i have mad mu why do you oh whyd you break it offbut im so use to sayingi be fineand th mu n something that you do to hurt me bad it come to me despite that timesone day i just wanna hear you sayi like youwhats stop you heywhat be stop youah what be stop youwhy do you oh whyd you break it offwhat be stop youwhat be stop youwhy do you oh why do you break it off",7
"can not take it back once it be be set in motion you know i love to rub it in like lotion if you only pray on sunday can you come my way on mondaybecause i like to do thing god do not approve of if she see us she can not look away look away look away she would wanna get involve involve involve and what would people say people say people say if they listen through the wall the wall the walli can see it clear as day you do not really need a break wanna see what you can take you should really run away i wanna do bad thing to you to youi wanna make you yell yelli wanna do bad thing to you to youdo not wanna treat you good wellcan not take it back once it be be set in motion you know i need you for the oxytocin if you find it hard to swallow i can loosen up your collarbecause as long as you be still breathingdo not you even think of leave not gonna wanna look away look away look awayyou be gonna wanna get involve involve involve and what would people say people say people say if they listen through the wall the wall the walli can see it clear as day you do not really need a break wanna see what you can take you should really run away other people would not stay other people do not obey you and me be both the same you should really run away bad thing to you i wanna do bad thing to you i wanna make you yell i wanna do bad thing to youdo not wanna treat you good",7
"i never get lonely i get this ghost to keep me company i take the rearview off of this old ford so i only see in front of me now the past be out of sight and out of mind swear i change now i be back chase this white line i be just a longhaired son of a sinner search for new way i can get go i be a pedal to the highway if you ever wonder why we write this songsbecause i be only one drink away from the devil i be only one call away from home yes i be somewher mu in the middle i guess i be just a littl mu right and wrong this backroads get me this pill pretend to be my friend i be do for the last time i be lie to myself again i always say that now i be on my way back here somehow i should know by now i be just a longhaired son of a sinner search for new way i can get go i be a pedal to the highway if you ever wonder why we write this songsbecause i be only one drink away from the devil i be only one call away from home yes i be somewhere in the middle i guess i be just a little right and wrong mistake i make i pay for them in cash walk a million mile on break glass i be feel like i be fade my heart be slow break may pop a pill and smoke and maybe drink talk to god and tell him what i think at first he be gonna hate me but eventually he will save me i be just a longhaired son of a sinner search for new way i can get go i be a pedal to the highway if you ever wonder why we write this songsbecause i be only one drink away from the devil i be only one call away from home yes i be somewhere in the middle i guess i be just a little right and wrong embed share urlcopy embed copy",7
"i get high like colorado we have it all but what do i knowi try to push away the sorrow but today it be too late i will try tomorrowyeah yes yes yeahi think that you be kinda mean kinda mean kinda meanyou just replace me in the scene in the scene in the scenei think that we be evergreen evergreen evergreenlike a neverending dream never be on the tvscratched me off of your cvout of your mind out of your mind never be so uneasy jealousy get me freaky out of my mind so i get high like colorado we have it all but what do i knowi try to push away the sorrow but today it be too late i will try tomorrowyeah yes yes yeahi be lose sleep all by myself i be wide awake and i just wonder how you put my heart back on the shelf back on the shelfwell i ama be a lone now never be on the tvscratched me off of your cvout of your mind out of your mind never be so uneasy jealousy get me freaky out of my mind so i get high like colorado we have it all but what do i knowi try to push away the sorrow but today it be too late i will try tomorrowyeah yes yes yeahdrownin in my sofa with my blood shoot red eye ridin rollercoaster til i see the sunrise i get high like colorado i get high like i get highwe have it all but what do i knowi try to push away the sorrow i get high like i get highbut today it be too late i will try tomorrowyeah yes yes yeahi get high like coloradocolorado colorado coloradoi get high like coloradocolorado colorado coloradoembed share urlcopy embed copy",7
"i know i fuck up i be just a losershould not be with you guess i be a quitter while you be out there drinkin i be just here thinkinbout where i should have be i have be lonely mmh ah yes water pour down from the ceil i know this would happen still hard to believe it maybe i be dramatic i do not wanna seem it i do not wanna panic i be a sad girl in this big world it be a mad world all of my friend know what be happen you be a bad thing ahi know i fuck up i be just a losershould not be with you guess i be a quitter while you be out there drinkin i be just here thinkinbout where i should have be i have be lonely mmh ah yes lalalala lalalala lonely i be a lonely bitchlalalala lalalala lonely super lonelynow i be in the bathtub cryinthink i be slowly sink bubble in my eye now maybe i be just dreaminnow i be in the sad club just tryna get a back rub lonelyi be a sad girl in this big world it be a mad world all of my friend know what be happen you be a bad thing i know i fuck up fuck up i be just a loser losershould not be with you with you guess i be a quitter quitterwhile you be out there drinkin drinkin i be just here thinkin thinkinbout where i should have be where i should have beeni have be lonely mmh ah yes woahlalalala woo lalalala lonely i be a lonely bitchlalalala lalalala lonely super lonelyi loathe romance in itself yes i would be damn to try i be only dancin by myself so i do not slam my irish buck compostable cup bbbenee i can not stress this enough i would hate to mess thing up but my boogie still stay restless as fuck yes i know i fuck up i be just a losershould not be with you guess i be a quitter while you be out there drinkin i be just here thinkinbout where i should have be i have be lonely mmh ah yes lalalala lalalala lonely i be a lonely bitchlalalala lalalala lonely super lonelylalalala lalalala i have be lonely i have be lonelylonely i have be lonely by the waylalalala lalalala lonely i have be lonely",4
"they say oh my god i see the way you shine take your hand my dear and place them both in mineyou know you stop me dead while i be pass by and now i beg to see you dance just one much time ooh i see you see you see you every time and oh my i i like your style you you make me make me make me wanna cry and now i beg to see you dance just one much time so they saydance for me dance for me dance for me ohohoh i have never see anybody do the thing you do beforethey saymove for me move for me move for me ayyayyayy and when youre do i will make you do it all againi say oh my god i see you walk by take my hand my dear and look me in my eyesjust like a monkey i have be dancin my whole life but you just beg to see me dance just one much time ooh i see you see you see you every time and oh my i i like your style you you make me make me make me wanna cry and now i beg to see you dance just one much time so they saydance for me dance for me dance for me ohohoh i have never see anybody do the thing you do beforethey saymove for me move for me move for me ayyayyayy and when you be do i will make you do it all againthey saydance for me dance for me dance for me ohohoh ohoh ohoh i have never see anybody do the thing you do beforethey saymove for me move for me move for me ayyayyayy and when you be do i will make you do it all againooh ooh ooh ooh ooh ohoh ohoh oh ooh ooh ooh ooh oohooh ooh ahah ahah they saydance for me dance for me dance for me ohohoh i have never see anybody do the thing you do beforethey saymove for me move for me move for me ayyayyayy and when youre do ill make you do it all againthey saydance for me dance for me dance for me ohohoh ohoh ohoh i have never see anybody do the thing you do beforethey saymove for me move for me move for me ayyayyayy and when youre do i will make you do it all again all again",4
"i sell my soul to the devil for designer they say go to hell but i tell em i do wanna if you know me good then you know that i be not goin cause i do not wanna i do not wanna i do not wanna die young the city of angel where i have my fundo not wanna die young when i be go remember all i have do one weve have our fun un but now i be do onebecause you crazy yes i can not take it nojust want to see you naked hear time like money can not waste it whats the price of fame because i can taste it so i be chasin yes and i be facina little hennessy it may be good for me i sell my soul to the devil for designer they say go to hell but i tell em i do not wanna if you know me good then you know that i be not goin because i do not wanna i do not wanna i do not wanna die young the city of angel where i have my fundo not wanna die young when i be go remember all i have do one",4
"so i never really know you god i really try to blindsided addict think we can really do this but really i be foolish hindsight it be obvious talk with my lawyer she say whered you find this guyi say young people fall in love with the wrong people sometimessome mistake get madethat be alright that be okay you can think that youre in love when you be really just in pain some mistake get madethat be alright that be okay in the end it be good for methat be the moral of the story babeohoh ohohohoh ohohit be funny how a memory turn into a bad dream when run wild turn volatile remember how we paint our house just like my grandparent do so romantic but we fight the whole timeshould have see the sign yes talk with my mother she say whered you find this guysaid some people fall in love with the wrong people sometimessome mistake get make thats alright that be okay you can think that youre in love when you be really just in pain some mistake get madethat be alright that be okay in the end its good for methat be the moral of the story babeohoh ohohohoh ohohohoh ohohohoh ohohthey say it be good to have love and lose than never to have love at all that can be a load of shit but i just need to tell you all some mistake get madethat be alright that be okay you can think that you be in love when you be really just engage some mistake get madethat be alright that be okay in the end it be good for methat be the moral of the story some mistake get madethat be alright that be okay you can think that you be in love when you be really just in pain some mistake get madethat be alright that be okay in the end it be good for methat be the moral of the story babeohoh ohohohoh ohohohoh ohohohoh ohohohoh ohohohoh ohoh",4
"i just wanna shine like the sun when it come up run the city from the rooftopsbecause today gonna be my day i just wanna climb to the top of a mountain stand tall when i be howlincause today gonna be my day gonna be my day day day day day goodnight stress see you in the morning i do gotta guess youre always there for me sow them seed of doubt i think you like see me freak out goodnight stress see you in the morning so i wake up i get out of bed stay up stay out of my headbecause its dangerous and i do not wanna lose my mind no i just wanna shine like the sun when it come up run the city from the rooftopsbecause today gonna be my day i just wanna climb to the top of a mountain stand tall when im howlinbecause today gonna be my day i use to lie low hide in the shadow so do not give me dark day i already have that i be just try to figure out how to be myself right now i do not wanna lie low hide in the shadow so i wake up i get out of bed stay up stay out of my headbecause it be dangerous and i do not wanna lose my mind no i just wanna shine like the sun when it come up run the city from the rooftopsbecause today gonna be my day i just wanna climb to the top of a mountain stand tall when i be howlinbecause today gonna be my day i wake up and i stay upbecause i be sure good thing will happen if i get out of my way i just wanna shine like the sun when it come up run the city from the rooftopsbecause today gonna be my day i just wanna climb to the top of a mountain stand tall when i be howlinbecause today gonna be my day",4
"i have be losin my mind tryna figure it out but i be stick in a drought i guess i will start again i have be losin my mind tryna figure it out but i be stick in this house i be my only friendlately i know i have be a punk and i need to sober up double cup it get me stick i think i be losin it yeahbecause every time that i have be gettin stick i be stuckthere be a line inside my head my headof all my friend that they have be dead since i make it outit be every time that you cross my mind remember the time but i know that you will not ever change i be not sober up sick and tire of love if you draw that line bae i hope you know i be crossin it i have be losin my mind tryna figure it out but i be stick in a drought i guess i will start again i have be losin my mind tryna figure it out but i be stick in this house i be my only friend over and over again it be like i never win why you puttin me down it do not make any sense i be not sober again but i be tryna pretend like everythings alright but it be over with i get drink and interrupt and my eye look red because i be mad at myself i stab the openinlately everything i say you just tell me be wrong i tell her i will not be here long i can not hold it in every time you cross my mind i burn another memory to keep yours inside i see us drown like high tide and everything be nothing if you be not here tonight i have be losin my mind tryna figure it out but i be stick in a drought i guess i will start again i have be losin my mind tryna figure it out but i be stick in this house i be my only friend over and over again it be like i never win why you puttin me down it do not make any sense i be not sober again but i be tryna pretend like everythings alright but it be over with oh oh yes ohoh woah woahohoh woah oh woah ohoh oh oh ohoh woah ohoh woah mmm",4
"child behavethat be what they say when we be togetherand watch how you playthey do not understand and so we be run just as fast as we can hold on to one anothers hand try to get away into the night and then you put your arm around me and we tumble to the grind and then you say i think we be alone now there do not seem to be anyone around i think we be alone now the beat of our heart be the only sound look at the way we gotta hide what we be doingbecause what would they say if they ever knewand so we be run just as fast as we can hold on to one anothers hand try to get away into the night and then you put your arm around me and we tumble to the grind and then you say i think we be alone now there do not seem to be anyone around i think we be alone now the beat of our heart be the only sound i think we be alone now alone nowthere do not seem to be anyone around i think we be alone now alone nowthe beat of our heart be the only sound i think we be alone now alone nowthere do not seem to be anyone around i think we be alone now alone nowthere do not seem to be anyone around",4
"when we be livin in squalor be not it heavenback when we use to get on it four out of seven now even though that be a time i hate from day one eventually terrible memory turn into great one so if they call you embrace them if they hold you erase thembecause it may have be somethin who be to saydoes it help to get lose in yesterdayand you may have miss somethin do not saybecause it have to be lose in yesterday and you be gonna have to let it go somedayyou have be diggin it up like groundhog daybecause it may have be somethin do not saybecause it have to be lose in yesterday matty say life do not go the way that he plan it say oh what i would give to start over boy i demand it so what be i ever afraid of why do i worryand why be i ever so brainless head in a flurrybecause if they call you embrace them if they stall you erase thembecause it may have be somethin who be to saydoes it help to get lose in yesterdayand you may have miss somethin do not saybecause it have to be lose in yesterday and you be gonna have to let it go somedayyou have be diggin it up like groundhog daybecause it may have be somethin do not saybecause it have to get lose in yesterday if it call you embrace it if it haunt you face it i know it be mad i understandit be only snake and ladder the period you never hadthere be only one that matter and if it call you embrace it if it hold you erase it replace it",4
"oh oh oh gimme gimme love gimme gimme love gimme gimme love gimme gimme love when i be go when i be go ohgimme gimme love gimme gimme love gimme gimme love gimme gimme love ohwhen i be go when i be go swing around front let me inside playin my song into my side it hurt i can not lie remember that time i fight to get outi want to get out that picture so clear will fade in my mindyou be leavin me here with ash and fire this people do not heal this people do not feel this people be not real so make me this dealwill not yougimme gimme love gimme gimme love gimme gimme love gimme gimme love when i be go ooh when i be go when i be go yeahgimme gimme love gimme gimme love when i be go yeahgimme gimme love gimme gimme love when i be go yeahwhen i be go ooh yes when i be go when i be gonewhen i be go when i be gonelook into your heart and let me know do thing turn black and gray as they gowhen i be far too go can you show me lovegive me loveooh oohooh oohcaught in a river of record and dream oohoh will you keep up with me ooheveryones look for someone to hold oohbut i can not let you go ooh oohooh ooh",4
"soft glow on the city she say there be no one here who can touch you nowcaught the last flight out of laxwith your oneway ticket new yorkbound climb so high do not make a sounddo not you forget what go up must come down climb so high tell me how it feel call me when you be ready to be real black madonna hallelujah make no difference here so let us be real black madonna my black flower nowhere leave to run nowhere leave to hideyou be not havin fun i think that you should ride call me when you be ready to be real black madonna my hallelujah on the phone you sound shifty you say that you be at home alone right now but in the background there be a muffle laugh as you spin that wool and pull it down climb so high do not hear a sounddo not you forget what go around come around climb so high tell me how to feel call me when you be ready to be real black madonna hallelujah make no difference here so let us be real black madonna my black flower nowhere leave to run nowhere leave to hide say it should be go at less it be this time call me when you be ready to be real black madonna my hallelujah call me when you be ready to be real black madonna hallelujah make no difference here so let us be real black madonna my black flower nowhere leave to run nowhere leave to hideyou be not havin fun i think that you should ride call me when you be ready to be real black madonna my hallelujah",4
"i can not wait for you to come my way i have be far away but i will keep run just to find a way to you till then i have be run from it tire of run from it scare of feel something now i be stick here tryna get up outta this hole i try to be strong i try to make it work but i have be feel too numb sky be beat on mewhy do you leave me lonelyfeeling whitney stoney now i be stick here wonder where i ever go wrong how can i be strongi be fight for your love i can not wait for you to come my way i have be far away but i will keep run just to find a way to you till then i do not see light in your love anymore there be not no reason to call in a fall i do not like feeling and feel like run from something and feel so out of control i know that the feeling be go i be spend too much time alone i be hope you pick up the phone and ring me when you wanna stay overnight my shoulder right my babys all that i want and i play them all of my favourite song that lady be my favourite one i can not wait for you to come my way i have be far away but i will keep run just to find a way to you till thenam not never gonna let you go get my heart nascar race shine be not never fade he just leave you hang fiending for your love all worth it for the wait give you what you need take you where you wantcan not feel it when we be all alone know you be want something much my heart be like a open door just ring me when you wanna go i will wait till you be home hold a place till you be come home show you where the garden grow just ring me when you wanna go i can not wait for you to come my way i have be far away but i will keep run just to find a way to you till then",4
"cheer ohoh ohohsippin codeine like it be beer ohoh ohohi be in london so i be scream cheer ohoh ohohohohohohohman of the year still get problem lookin in the mirror you look awful talkin to myself do it too often jk juice wrld you be so awesome um i be run up fund bottle full of pill let us have fun no cheap thrill only rich one fire drill hot than the sun my up and down i will jot them down in london town cheer to the golden yearslet us raise our hand let us sing and dance i know i be here to save you i know i be here to save youlet us raise our hand and sing and dance i know my lyric save you i know i help your breakthrough they say life a puzzle good i ama piece it together but from the way i be movin i will probably be piece forever i date a bad bitch she will be over decent forever even with fake tit this other hoe just decent forever my lady say she see a baddie in the hotel lobby good love let us fuck her together we get the world to our back give a fuck never have middle finger up we be screamin fuck em forevermy up and down i will jot them down in london town cheer to the golden year my up and down i will jot them down in london town cheer to the golden yearslet us raise our hand let us sing and dance i know i be here to save you i know i be here to save youlet us raise our hand and sing and dance i know my lyric save you i know i help your breakthrough",4
"i be tryin to find a way to kill time i do not even get to tell you goodbye i be tryin to find a way to kill time now you be go and i can not ever say goodbye this feeling go to my head i be think thing i should not say you circle me inside my room i can not go another day this feeling go to my head i be think thing i should not say you circle me inside my room i can not go go go go oh my god what the fuck take my hand crush it up spill the blood on the floor i be not scare think there be much what the fuck make it stop take too long here right now on the floor in the car smoke cigs in the bar i do not want you to think i get bad intention never want you inside you make it your mission yeahdid not wanna hurt no one but you just go and make it fun fun fun fun i hear you be lookin for a way to fight the corpus bride she be workin in my mind and you be lookin for a way to crush it be not enough you fuck up your last try last trywe be in the studio i be just playinyou be all work and i be all play and you be talkin business aim with your weapon i be on your hit list i feel the compression i will never go i will haunt your studio you will not think of word when you write it upyou will just hear me sing this songyou will think that be okay you will just sing along you just copy everything we do if i be not me i would copy me too you just copy everything we do if i be not me i would copy me too",4
"vintage tee brand new phone high heel on cobblestone when you be young they assume you know nothing sequin smile black lipstick sensual politic when you be young they assume you know nothing but i know you dancin in your levis drink under a streetlight ii know you hand under my sweatshirt baby kiss it good iand when i feel like i be a old cardigan under someones bed you put me on and say i be your favorite a friend to all be a friend to none chase two girl lose the one when you be young they assume you know nothing but i know you play hideandseek and give me your weekend ii know you your heartbeat on the high line once in twenty lifetime iand when i feel like i be a old cardigan under someones bed you put me on and say i be your favorite to kiss in car and downtown bar be all we need you draw star around my scar but now i be bleedinbecause i know you steppin on the last train mark me like a bloodstain ii know you try to change the end peter lose wendy ii know you leavin like a father run like water iand when you be young they assume you know nothing but i know you would linger like a tattoo kiss i know you would haunt all of my whatifs the smell of smoke would hang around this longbecause i know everything when i be young i know i would curse you for the long time chasin shadow in the grocery line i know you would miss me once the thrill expire and you would be standin in my front porch light and i know you would come back to meyou would come back to me and you would come back to me and you would come back and when i feel like i be a old cardigan under someones bed you put me on and say i be your favorite",4
"we gather here we line up weepin in a sunlit room and if i be on fire you will be make of ash too even on my bad day do i deserve babe all the hell you give mebecause i love you i swear i love youtil my dying day i do not have it in myself to go with grace and you be the hero fly around save face and if i be dead to you why be you at the wakecursing my name wish i stay look at how my tear ricochet we gather stone never know what they will mean some to throw some to make a diamond ring you know i do not want to have to haunt you but what a ghostly scene you wear the same jewel that i give you as you bury me i do not have it in myself to go with gracebecause when i would fight you use to tell me i be brave and if i be dead to you why be you at the wakecursing my name wish i stay look at how my tear ricochet and i can go anywhere i want anywhere i want just not home and you can aim for my heart go for blood but you would still miss me in your bone and i still talk to you when i be scream at the skyand when you can not sleep at night you hear my steal lullabiesi do not have it in myself to go with grace and so the battleship will sink beneath the wave you have to kill me but it kill you just the same curse my name wish i stay you turn into your bad fear and you be toss out blame drink on this pain cross out the good year and you be curse my name wish i stay look at how my tear ricochet",4
"i want you to know i be a mirrorball i will show you every version of yourself tonight i will get you out on the floor shimmer beautiful and when i break it be in a million piece hush when no one be around my dearyou will find me on my tall tiptoe spin in my high heel love shine just for you hush i know they say the end be near but i be still on my tall tiptoe spin in my high heel love shine just for you i want you to know i be a mirrorball i can change everything about me to fit in you be not like the regular the masquerade revelers drink as they watch my shatter edge glisten hush when no one be around my dearyou will find me on my tall tiptoe spin in my high heel love shine just for you hush i know they say the end be near but i be still on my tall tiptoe spin in my high heel love shine just for you and they call off the circus burn the disco down when they send home the horse and the rodeo clown i be still on that tightrope i be still try everything to get you laugh at me and i be still a believer but i do not know why i have never be a natural all i do be try try try i be still on that trapeze i be still try everything to keep you look at me because i be a mirrorball i be a mirrorball and i will show you every version of yourself tonight",4
"my only one my smoke gun my eclipse sun this have break me down my twist knife my sleepless night my winless fight this have freeze my grind stand on the cliffside scream give me a reasonyour faithless love the only hoax i believe indo not want no other shade of blue but you no other sadness in the world would do my good lay plan your sleight of hand my barren land i be ash from your fire stand on the cliffside scream give me a reasonyour faithless love the only hoax i believe indo not want no other shade of blue but you no other sadness in the world would do you know i leave a part of me back in new york you know the hero die so what be the movie foryou know it still hurt underneath my scar from when they pull me apart you know the password so i let you in the door you know you win so what be the point of keep scoreyou know it still hurt underneath my scar from when they pull me apart but what you do be just as darkah ah ahdarling this be just as hard as when they pull me apart my only one my kingdom come undo my break drum you have beat my heartdo not want no other shade of blue but you no other sadness in the world would do",4
"ohohoh yes yes yes yes yeahwhy you always in a mood fuckin round actin brand new i be not tryna tell you what to do but try to play it cool baby i be not play by your rule everything look good with a view why you always in a mood fuckin round actin brand new i be not tryna tell you what to do but try to play it cool baby i be not play by your rule everything look good with a view yes i can never get attach when i start to feel i unattach somehow i always end up feel bad baby i be not your dad it be not all you want from me i just want your company girl it be obvious elephant in the room and we be a part of it do not act so confuse and you love startin it now i be in a mood now we arguin in my bedroom we play game of love to avoid the depression we be here before and i will not be your victim why you always in a mood fuckin round actin brand new i be not tryna tell you what to do but try to play it cool baby i be not play by your rule everything look good with a view why you always in a mood fuckin round actin brand new i be not tryna tell you what to do but try to play it cool baby i be not play by your rule everything look good with a view so why you tryin to fake your love on the regular when you can be blowin up just like my cellulari will not ever let a shorty go and set me up only thing i need to know be if you wet enough i be talk slick back kick back gang sippin fourties you keep playin not another day with you shorty mismatch fit that be way before you know me get a lot of love good you good save it for me we play game of love to avoid the depression we be here before and i will not be your victim why you always in a mood fuckin round actin brand new i be not tryna tell you what to do but try to play it cool baby i be not play by your rule everything look good with a view why you always in a mood fuckin round actin brand new i be not tryna tell you what to do but try to play it cool baby i be not play by your rule everything look good with a view yes",4
"i sell some ticket to come see my downfall it sell out in minute i see friend in the front rowthey will leave when i be finish and the light in my name gonebecause the one who gas you up only come around when the flame on andi give you my life oh ohohayy fuck ityeah yes yeahi use a razor to take off the edge jump off the ledge they saidyeah yes yeahtake the laser aim at my head and paint the wall red i saidyeah yes yeahi be crazy i be off the meds i be good off dead they saidyeah yes yeahi use a razor to take off the edge jump off the ledge i be sellin ticket to my downfall i be sellin ticket to my downfall i be sellin ticket to my downfall i be sellin ticket to my downfall ooh my finger burn from the temperature temperaturesmy preacher lead me off the precipice fuckif i be a painter i would be a depressionist depressionisti need this time to decompress from this ketamine this cocaine this medicine for my grow pain this wee i have be smoke i be dying insideyeah yes yeahi use a razor to take off the edge jump off the ledge they saidyeah yes yeahtake the laser aim at my head and paint the wall red i saidfuck youi be crazy i be off the meds i be good off dead they saidyeah yes yeahi use a razor to take off the edge jump off the ledge i be sellin ticket to my downfall i be sellin ticket to my downfall i be sellin ticket to my downfall i be sellin ticket to my downfall one much time",4
